#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
ジュラメイル,0,2,0,0,0,3,14,46,-1,2,-3,0,0,泥耐性,1,,,,,,,,,泥魚竜の甲殻,2,泥魚竜のヒレ,1,泥魚竜の牙,1,水袋,1,72,龍脈石のかけら,1,ユニオン鉱石,3,0,110
カガチメイル,0,2,0,0,0,4,16,48,0,-3,3,0,0,ジャンプ鉄人,1,,,,,,,,,飛雷竜の毛皮,2,飛雷竜の電極針,1,飛雷竜の皮膜,2,翼竜の皮,2,74,龍脈石のかけら,1,ユニオン鉱石,3,0,120
ハイメタメイル,0,3,0,0,0,6,18,46,0,-1,-2,3,0,耳栓,1,,,,,,,,,ドラグライト鉱石,2,マカライト鉱石,2,大地の結晶,2,とがった爪,2,70,龍脈石のかけら,1,ユニオン鉱石,3,0,130
オウビートペット,1,3,0,0,0,6,22,50,-1,-1,2,0,2,納刀術,1,,,,,,,,,オオツノアゲハ,1,大地の結晶,2,深海の結晶,2,毒袋,1,74,龍脈石のかけら,1,ユニオン鉱石,3,0,140
パピメルペット,2,3,0,0,0,6,22,50,-1,-1,2,0,2,納刀術,1,,,,,,,,,オオツノアゲハ,1,大地の結晶,2,深海の結晶,2,毒袋,1,74,龍脈石のかけら,1,ユニオン鉱石,3,0,150
タロスメイル,0,3,0,0,0,8,18,46,-1,-1,0,0,2,瘴気環境適応,1,,,,,,,,,カンタロスの羽,2,カンタロスの甲殻,2,ドラグライト鉱石,2,マカライト鉱石,2,70,龍脈石のかけら,1,ユニオン鉱石,3,0,160
ジャナフメイル,0,3,0,0,0,4,20,48,3,-3,-1,-1,0,ランナー,1,蛮顎竜の力,1,,,,,,,蛮顎竜の毛皮,3,蛮顎竜の牙,2,蛮顎竜の鼻骨,1,蛮顎竜の逆鱗,1,72,龍脈石のかけら,1,ユニオン鉱石,3,0,170
レイアメイル,0,3,0,0,0,5,22,50,2,0,-2,0,-3,植生学,1,,,,,,,,,雌火竜の鱗,2,雌火竜の甲殻,1,雌火竜の翼膜,1,太古の大骨,2,74,龍脈石のかけら,1,ユニオン鉱石,3,0,180
ツィツィメイル,0,3,0,0,0,6,18,46,0,0,-3,-2,0,体術,1,,,,,,,,,眩鳥の皮,3,眩鳥の爪,2,眩鳥の発光膜,2,ライトクリスタル,1,70,龍脈石のかけら,1,ユニオン鉱石,3,0,190
ウルムーメイル,0,3,0,0,0,6,20,48,-3,2,0,1,0,乗り名人,1,,,,,,,,,浮空竜の鱗,2,ゴム質の甲殻,1,浮空竜の毛皮,2,サンゴの紅骨,1,72,龍脈石のかけら,1,ユニオン鉱石,3,0,200
ギルオスメイル,0,3,0,0,0,8,20,48,0,-3,2,0,1,麻痺耐性,1,,,,,,,,,痺賊竜の皮,2,痺賊竜の尻尾,1,痺賊竜の牙,2,麻痺袋,2,72,龍脈石のかけら,1,ユニオン鉱石,3,0,210
バルキンメイル,0,3,0,0,0,8,24,52,0,2,0,-1,-2,睡眠耐性,1,,,,,,,,,骨鎚竜の鱗,2,骨鎚竜の甲殻,1,骨鎚竜の黒油殻,1,睡眠袋,1,76,龍脈石のかけら,1,ユニオン鉱石,3,0,220
インゴットメイル,0,4,0,0,0,8,28,52,-2,0,3,-1,0,雷耐性,1,,,,,,,,,ドラグライト鉱石,2,上竜骨,1,鉄鉱石,8,マカライト鉱石,3,72,龍脈石のかけら,1,ユニオン鉱石,3,0,230
デスギアムスケル,0,4,0,0,0,6,32,56,3,2,-2,3,-4,不屈,1,,,,,,,,,禍々しい布,1,サンゴの紅骨,2,頑丈な骨,2,モンスターの体液,2,76,龍脈石のかけら,1,ユニオン鉱石,3,0,240
ブリゲイドスーツ,0,4,0,0,0,5,28,52,1,0,2,0,2,精霊の加護,1,,,,,,,,,闘技王のコイン,3,プケプケコイン,2,レイアコイン,4,ライトクリスタル,1,72,龍脈石のかけら,1,ユニオン鉱石,3,0,250
ギエナメイル,0,4,0,0,0,8,30,54,-1,2,-3,3,0,回避性能,1,風漂竜の恩恵,1,,,,,,,風漂竜の皮,3,風漂竜の爪,2,風漂竜の翼膜,2,風漂竜の逆鱗,1,74,龍脈石のかけら,1,ユニオン鉱石,3,0,260
ガロンメイル,0,4,0,0,0,8,30,54,2,2,-2,-3,0,砥石使用高速化,1,惨爪竜の力,1,,,,,,,惨爪竜の硬筋,2,惨爪竜の鱗,2,惨爪竜の牙,1,カンタロスの甲殻,3,74,龍脈石のかけら,1,ユニオン鉱石,3,0,270
レウスメイル,0,4,0,0,0,8,30,54,3,1,-2,1,-3,弱点特効,1,火竜の力,1,,,,,,,火竜の鱗,2,火竜の甲殻,4,火竜の翼膜,2,火竜の逆鱗,1,74,龍脈石のかけら,1,ユニオン鉱石,3,0,280
ディアブロメイル,0,4,0,0,0,8,32,56,3,-2,0,-3,2,ＫＯ術,1,角竜の力,1,,,,,,,角竜の甲殻,2,角竜の背甲,1,ねじれた角,2,上竜骨,3,76,龍脈石のかけら,1,ユニオン鉱石,3,0,290
キリンベスト,0,4,0,0,0,8,34,58,-3,-2,4,-2,2,精霊の加護,1,幻獣の恩恵,1,,,,,,,幻獣の皮,2,幻獣のたてがみ,2,深海の結晶,4,サンゴの紅骨,2,78,龍脈石のかけら,1,ユニオン鉱石,3,0,300
ブロッサムベスト,0,3,0,0,0,3,18,46,1,1,4,1,1,納刀術,1,,,,,,,,,開花チケット,1,大地の結晶,3,,,,,70,龍脈石のかけら,1,ユニオン鉱石,3,0,310
ダイバースーツ,0,3,0,0,0,3,22,50,1,4,1,1,1,見切り,1,,,,,,,,,納涼チケット,1,深海の結晶,1,,,,,74,龍脈石のかけら,1,ユニオン鉱石,3,0,320
ハーベストトロンコ,0,3,0,0,0,6,26,54,4,1,1,1,1,耐震,1,,,,,,,,,豊穣チケット,1,頑丈な骨,1,,,,,78,龍脈石のかけら,1,ユニオン鉱石,3,0,330
オリオンベスト,0,4,0,0,0,8,30,54,1,1,1,4,1,ひるみ軽減,1,,,,,,,,,煌めきチケット,1,上竜骨,2,,,,,74,龍脈石のかけら,1,ユニオン鉱石,3,0,340
フルドレススーツ,0,4,0,0,0,8,34,58,1,1,1,1,4,抜刀術【技】,1,アステラの祝福,1,,,,,,,感謝チケット,1,上竜骨,2,,,,,78,龍脈石のかけら,1,ユニオン鉱石,3,0,350
パピオムペット,1,3,0,0,0,4,22,50,-1,-1,2,0,2,体力増強,1,,,,,,,,,昆虫図鑑【春】,1,オオツノアゲハ,1,ランゴスタの羽,1,モンスターの体液,1,74,龍脈石のかけら,1,ユニオン鉱石,3,0,360
クインビートペット,2,3,0,0,0,4,22,50,-1,-1,2,0,2,体力増強,1,,,,,,,,,昆虫図鑑【春】,1,オオツノアゲハ,1,ランゴスタの羽,1,モンスターの体液,1,74,龍脈石のかけら,1,ユニオン鉱石,3,0,370
レザーベストα,0,5,0,0,0,11,32,54,2,0,0,0,0,火耐性,1,,,,,,,,,カブレライト鉱石,2,上質な毛皮,1,,,,,70,龍脈石のかけら,1,いにしえの龍骨,1,0,380
レザーベストβ,0,5,1,0,0,11,32,54,2,0,0,0,0,,,,,,,,,,,カブレライト鉱石,2,上質な毛皮,1,,,,,70,龍脈石のかけら,1,いにしえの龍骨,1,0,390
チェーンベストα,0,5,0,0,0,11,32,54,0,2,0,0,0,水耐性,1,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,2,,,,,70,龍脈石のかけら,1,いにしえの龍骨,1,0,400
チェーンベストβ,0,5,1,0,0,11,32,54,0,2,0,0,0,,,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,2,,,,,70,龍脈石のかけら,1,いにしえの龍骨,1,0,410
ハンターメイルα,0,5,0,0,0,11,36,58,2,2,0,0,0,スリンガー装填数ＵＰ,2,,,,,,,,,ジャグラスの上皮,3,上質な堅骨,4,,,,,74,龍脈石のかけら,1,いにしえの龍骨,1,0,420
ハンターメイルβ,0,5,1,0,0,11,36,58,2,2,0,0,0,スリンガー装填数ＵＰ,1,,,,,,,,,ジャグラスの上皮,3,上質な堅骨,4,,,,,74,龍脈石のかけら,1,いにしえの龍骨,1,0,430
ボーンメイルα,0,5,0,0,0,11,36,58,2,0,2,0,2,攻撃,2,,,,,,,,,上質な堅骨,2,上竜骨,2,竜骨【大】,3,,,74,龍脈石のかけら,1,いにしえの龍骨,1,0,440
ボーンメイルβ,0,5,1,0,0,11,36,58,2,0,2,0,2,攻撃,1,,,,,,,,,上質な堅骨,2,上竜骨,2,竜骨【大】,3,,,74,龍脈石のかけら,1,いにしえの龍骨,1,0,450
アロイメイルα,0,5,0,0,0,11,36,58,-2,0,-2,-2,0,水耐性,2,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,4,深海の結晶,4,マカライト鉱石,5,74,龍脈石のかけら,1,いにしえの龍骨,1,0,460
アロイメイルβ,0,5,1,0,0,11,36,58,-2,0,-2,-2,0,水耐性,1,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,4,深海の結晶,4,マカライト鉱石,5,74,龍脈石のかけら,1,いにしえの龍骨,1,0,470
オウビートペットα,1,5,0,0,0,11,42,64,-1,-1,2,0,2,納刀術,2,植生学,1,,,,,,,オオツノアゲハ,1,龍脈の結晶,2,カンタロスの堅殻,3,猛毒袋,2,80,龍脈石のかけら,1,いにしえの龍骨,1,0,480
オウビートペットβ,1,5,1,0,0,11,42,64,-1,-1,2,0,2,納刀術,2,,,,,,,,,オオツノアゲハ,1,龍脈の結晶,2,カンタロスの堅殻,3,猛毒袋,2,80,龍脈石のかけら,1,いにしえの龍骨,1,0,490
パピメルペットα,2,5,0,0,0,11,42,64,-1,-1,2,0,2,納刀術,2,植生学,1,,,,,,,オオツノアゲハ,1,龍脈の結晶,2,カンタロスの堅殻,3,猛毒袋,2,80,龍脈石のかけら,1,いにしえの龍骨,1,0,500
パピメルペットβ,2,5,1,0,0,11,42,64,-1,-1,2,0,2,納刀術,2,,,,,,,,,オオツノアゲハ,1,龍脈の結晶,2,カンタロスの堅殻,3,猛毒袋,2,80,龍脈石のかけら,1,いにしえの龍骨,1,0,510
ランゴメイルα,0,5,0,0,0,11,38,60,-2,1,1,1,2,風圧耐性,2,,,,,,,,,ランゴスタの堅殻,3,ランゴスタの薄羽,2,尖竜骨,2,,,76,龍脈石のかけら,1,いにしえの龍骨,1,0,520
ランゴメイルβ,0,5,1,0,0,11,38,60,-2,1,1,1,2,風圧耐性,1,,,,,,,,,ランゴスタの堅殻,3,ランゴスタの薄羽,2,尖竜骨,2,,,76,龍脈石のかけら,1,いにしえの龍骨,1,0,530
タロスメイルα,0,5,0,0,0,11,38,60,-1,-1,0,0,2,瘴気環境適応,1,腹減り耐性,1,,,,,,,カンタロスの堅殻,4,カンタロスの薄羽,2,カンタロスの頭,1,ライトクリスタル,1,76,龍脈石のかけら,1,いにしえの龍骨,1,0,540
タロスメイルβ,0,5,1,0,0,11,38,60,-1,-1,0,0,2,瘴気環境適応,1,,,,,,,,,カンタロスの堅殻,4,カンタロスの薄羽,2,カンタロスの頭,1,ライトクリスタル,1,76,龍脈石のかけら,1,いにしえの龍骨,1,0,550
ジャグラスメイルα,0,5,0,0,0,11,40,62,-2,2,-1,-1,1,威嚇,2,,,,,,,,,賊竜の上皮,2,賊竜の尖爪,4,賊竜の上鱗,4,ジャグラスの上皮,2,78,龍脈石のかけら,1,いにしえの龍骨,1,0,560
ジャグラスメイルβ,0,5,1,0,0,11,40,62,-2,2,-1,-1,1,威嚇,1,,,,,,,,,賊竜の上皮,2,賊竜の尖爪,4,賊竜の上鱗,4,ジャグラスの上皮,2,78,龍脈石のかけら,1,いにしえの龍骨,1,0,570
クルルメイルα,0,5,0,0,0,11,40,62,0,-3,0,1,0,スタミナ急速回復,1,見切り,1,,,,,,,掻鳥の上皮,4,掻鳥の大飾り羽,3,掻鳥の大クチバシ,2,鳥竜玉,1,78,龍脈石のかけら,1,いにしえの龍骨,1,0,580
クルルメイルβ,0,5,1,0,0,11,40,62,0,-3,0,1,0,スタミナ急速回復,1,,,,,,,,,掻鳥の上皮,4,掻鳥の大飾り羽,3,掻鳥の大クチバシ,2,鳥竜玉,1,78,龍脈石のかけら,1,いにしえの龍骨,1,0,590
ツィツィメイルα,0,5,0,0,0,11,40,62,0,0,-3,-2,0,体術,1,水属性攻撃強化,2,,,,,,,眩鳥の上皮,4,眩鳥の尖爪,4,眩鳥の閃光膜,3,鳥竜玉,1,78,龍脈石のかけら,1,いにしえの龍骨,1,0,600
ツィツィメイルβ,0,5,1,1,0,11,40,62,0,0,-3,-2,0,体術,1,,,,,,,,,眩鳥の上皮,4,眩鳥の尖爪,4,眩鳥の閃光膜,3,鳥竜玉,1,78,龍脈石のかけら,1,いにしえの龍骨,1,0,610
ギルオスメイルα,0,5,0,0,0,11,40,62,0,-3,2,0,1,麻痺耐性,2,,,,,,,,,痺賊竜の上皮,4,痺賊竜の鋭牙,4,強力麻痺袋,3,鳥竜玉,1,78,龍脈石のかけら,1,いにしえの龍骨,1,0,620
ギルオスメイルβ,0,5,1,0,0,11,40,62,0,-3,2,0,1,麻痺耐性,1,,,,,,,,,痺賊竜の上皮,4,痺賊竜の鋭牙,4,強力麻痺袋,3,鳥竜玉,1,78,龍脈石のかけら,1,いにしえの龍骨,1,0,630
プケプケメイルα,0,5,0,0,0,11,42,64,0,3,-3,0,1,アイテム使用強化,1,植生学,1,,,,,,,毒妖鳥の上鱗,4,毒妖鳥の堅殻,3,カブレライト鉱石,3,,,80,龍脈石のかけら,1,いにしえの龍骨,1,0,640
プケプケメイルβ,0,5,1,0,0,11,42,64,0,3,-3,0,1,アイテム使用強化,1,,,,,,,,,毒妖鳥の上鱗,4,毒妖鳥の堅殻,3,カブレライト鉱石,3,,,80,龍脈石のかけら,1,いにしえの龍骨,1,0,650
ボロスメイルα,0,5,0,0,0,11,42,64,-3,-1,3,-1,0,スタミナ奪取,2,,,,,,,,,土砂竜の堅殻,4,土砂竜の堅甲,2,土砂竜の鋭爪,2,上質な堅骨,5,80,龍脈石のかけら,1,いにしえの龍骨,1,0,660
ボロスメイルβ,0,5,1,0,0,11,42,64,-3,-1,3,-1,0,スタミナ奪取,1,,,,,,,,,土砂竜の堅殻,4,土砂竜の堅甲,2,土砂竜の鋭爪,2,上質な堅骨,5,80,龍脈石のかけら,1,いにしえの龍骨,1,0,670
ジャナフメイルα,0,5,0,0,0,11,44,66,3,-3,-1,-1,0,ランナー,1,特殊射撃強化,1,蛮顎竜の闘志,1,,,,,蛮顎竜の上毛皮,6,蛮顎竜の鋭牙,4,蛮顎竜の大鼻骨,2,蛮顎竜の宝玉,1,82,龍脈石のかけら,1,いにしえの龍骨,1,0,680
ジャナフメイルβ,0,5,1,1,0,11,44,66,3,-3,-1,-1,0,ランナー,1,蛮顎竜の闘志,1,,,,,,,蛮顎竜の上毛皮,6,蛮顎竜の鋭牙,4,蛮顎竜の大鼻骨,2,蛮顎竜の宝玉,1,82,龍脈石のかけら,1,いにしえの龍骨,1,0,690
ジュラメイルα,0,5,0,0,0,11,44,66,-1,2,-3,0,0,泥耐性,1,水属性攻撃強化,1,,,,,,,泥魚竜の上鱗,4,泥魚竜の上ヒレ,3,泥魚竜の鋭牙,2,大水袋,2,82,龍脈石のかけら,1,いにしえの龍骨,1,0,700
ジュラメイルβ,0,5,1,0,0,11,44,66,-1,2,-3,0,0,泥耐性,1,,,,,,,,,泥魚竜の上鱗,4,泥魚竜の上ヒレ,3,泥魚竜の鋭牙,2,大水袋,2,82,龍脈石のかけら,1,いにしえの龍骨,1,0,710
カガチメイルα,0,5,0,0,0,11,44,66,0,-3,3,0,0,ジャンプ鉄人,1,回避距離ＵＰ,1,,,,,,,飛雷竜の上毛皮,3,飛雷竜の電極針,2,飛雷竜の皮膜,4,電撃袋,2,82,龍脈石のかけら,1,いにしえの龍骨,1,0,720
カガチメイルβ,0,5,2,0,0,11,44,66,0,-3,3,0,0,ジャンプ鉄人,1,,,,,,,,,飛雷竜の上毛皮,3,飛雷竜の電極針,2,飛雷竜の皮膜,4,電撃袋,2,82,龍脈石のかけら,1,いにしえの龍骨,1,0,730
ウルムーメイルα,0,5,0,0,0,11,44,66,-3,2,0,1,0,乗り名人,1,砲術,1,,,,,,,浮空竜の上鱗,2,ゴム質の堅殻,3,浮空竜の上毛皮,2,尖竜骨,4,82,龍脈石のかけら,1,いにしえの龍骨,1,0,740
ウルムーメイルβ,0,5,1,0,0,11,44,66,-3,2,0,1,0,乗り名人,1,,,,,,,,,浮空竜の上鱗,2,ゴム質の堅殻,3,浮空竜の上毛皮,2,尖竜骨,4,82,龍脈石のかけら,1,いにしえの龍骨,1,0,750
レイアメイルα,0,5,0,0,0,11,46,68,2,0,-2,0,-3,植生学,2,体力回復量ＵＰ,1,,,,,,,雌火竜の上鱗,4,雌火竜の堅殻,2,雌火竜の翼膜,2,上質な堅骨,6,84,龍脈石のかけら,1,いにしえの龍骨,1,0,760
レイアメイルβ,0,5,1,0,0,11,46,68,2,0,-2,0,-3,植生学,1,体力回復量ＵＰ,1,,,,,,,雌火竜の上鱗,4,雌火竜の堅殻,2,雌火竜の翼膜,2,上質な堅骨,6,84,龍脈石のかけら,1,いにしえの龍骨,1,0,770
リオハートメイルα,0,6,0,0,0,13,52,72,3,0,-3,0,-4,整備,2,桜火竜の奥義,1,,,,,,,桜火竜の堅殻,4,桜火竜の上鱗,3,雌火竜の上棘,2,ノヴァクリスタル,1,84,龍脈石のかけら,1,鳥竜玉,1,0,780
リオハートメイルβ,0,6,1,1,0,13,52,72,3,0,-3,0,-4,整備,1,桜火竜の奥義,1,,,,,,,桜火竜の堅殻,4,桜火竜の上鱗,3,雌火竜の上棘,2,ノヴァクリスタル,1,84,龍脈石のかけら,1,鳥竜玉,1,0,790
バルキンメイルα,0,6,0,0,0,11,46,66,0,2,0,-1,-2,睡眠属性強化,1,裂傷耐性,1,,,,,,,骨鎚竜の上鱗,4,骨鎚竜の堅殻,3,昏睡袋,2,上質な堅骨,6,78,龍脈石のかけら,1,鳥竜玉,1,0,800
バルキンメイルβ,0,6,1,0,0,11,46,66,0,2,0,-1,-2,睡眠属性強化,1,,,,,,,,,骨鎚竜の上鱗,4,骨鎚竜の堅殻,3,昏睡袋,2,上質な堅骨,6,78,龍脈石のかけら,1,鳥竜玉,1,0,810
バルノスマントα,0,5,0,0,0,13,48,70,1,1,0,1,-2,熱ダメージ無効,1,防御力ＤＯＷＮ耐性,1,,,,,,,バルノスの上皮,4,バルノスの尖爪,2,鋭利な爪,3,龍脈の結晶,3,86,龍脈石のかけら,1,いにしえの龍骨,1,0,820
バルノスマントβ,0,5,1,0,0,13,48,70,1,1,0,1,-2,熱ダメージ無効,1,,,,,,,,,バルノスの上皮,4,バルノスの尖爪,2,鋭利な爪,3,龍脈の結晶,3,86,龍脈石のかけら,1,いにしえの龍骨,1,0,830
ガマルメイルα,0,5,0,0,0,13,48,70,2,0,-3,0,2,爆破属性強化,2,,,,,,,,,岩賊竜の上皮,4,岩賊竜の尻尾,1,岩賊竜の顎,3,獄炎石,1,86,龍脈石のかけら,1,いにしえの龍骨,1,0,840
ガマルメイルβ,0,5,1,0,0,13,48,70,2,0,-3,0,2,爆破属性強化,1,,,,,,,,,岩賊竜の上皮,4,岩賊竜の尻尾,1,岩賊竜の顎,3,獄炎石,1,86,龍脈石のかけら,1,いにしえの龍骨,1,0,850
ゾラマグナハイドα,0,6,0,0,0,11,44,64,4,-3,-1,-2,-3,爆破属性強化,2,風圧耐性,1,熔山龍の奥義,1,,,,,熔山龍の岩殻,6,熔山龍の熱鱗,1,熔山龍の背甲,2,熔山龍の胸殻,1,76,龍脈石のかけら,1,鳥竜玉,1,0,860
ゾラマグナハイドβ,0,6,2,0,0,11,44,64,4,-3,-1,-2,-3,爆破属性強化,2,熔山龍の奥義,1,,,,,,,熔山龍の岩殻,6,熔山龍の熱鱗,1,熔山龍の背甲,2,熔山龍の胸殻,1,76,龍脈石のかけら,1,鳥竜玉,1,0,870
ハイメタメイルα,0,6,0,0,0,13,50,70,0,-1,-2,3,0,耳栓,2,氷属性攻撃強化,1,,,,,,,ユニオン鉱石,4,カブレライト鉱石,3,龍脈の結晶,4,バルノスの尖爪,3,82,龍脈石のかけら,1,鳥竜玉,1,0,880
ハイメタメイルβ,0,6,2,0,0,13,50,70,0,-1,-2,3,0,耳栓,1,氷属性攻撃強化,1,,,,,,,ユニオン鉱石,4,カブレライト鉱石,3,龍脈の結晶,4,バルノスの尖爪,3,82,龍脈石のかけら,1,鳥竜玉,1,0,890
インゴットメイルα,0,6,0,0,0,13,50,70,-2,0,3,-1,0,雷耐性,2,,,,,,,,,ユニオン鉱石,1,堅竜骨,2,ドラグライト鉱石,4,ガストドンの堅殻,2,82,龍脈石のかけら,1,鳥竜玉,1,0,900
インゴットメイルβ,0,6,1,0,0,13,50,70,-2,0,3,-1,0,雷耐性,1,,,,,,,,,ユニオン鉱石,1,堅竜骨,2,ドラグライト鉱石,4,ガストドンの堅殻,2,82,龍脈石のかけら,1,鳥竜玉,1,0,910
ブリゲイドスーツα,0,6,2,0,0,13,52,72,1,0,2,0,2,精霊の加護,2,,,,,,,,,狩猟王のコイン,3,ツィツィコイン,4,レウスコイン,3,堅竜骨,2,84,龍脈石のかけら,1,鳥竜玉,1,0,920
ブリゲイドスーツβ,0,6,2,2,0,13,52,72,1,0,2,0,2,精霊の加護,1,,,,,,,,,狩猟王のコイン,3,ツィツィコイン,4,レウスコイン,3,堅竜骨,2,84,龍脈石のかけら,1,鳥竜玉,1,0,930
ラヴァメイルα,0,6,0,0,0,13,56,76,3,-3,1,-2,2,火属性攻撃強化,2,熱ダメージ無効,1,,,,,,,溶岩竜の堅殻,4,溶岩竜の上ヒレ,2,溶岩竜の上鱗,6,ユニオン鉱石,5,88,龍脈石のかけら,1,鳥竜玉,1,0,940
ラヴァメイルβ,0,6,1,1,0,13,56,76,3,-3,1,-2,2,火属性攻撃強化,2,,,,,,,,,溶岩竜の堅殻,4,溶岩竜の上ヒレ,2,溶岩竜の上鱗,6,ユニオン鉱石,5,88,龍脈石のかけら,1,鳥竜玉,1,0,950
ギエナメイルα,0,6,0,0,0,13,54,74,-1,2,-3,3,0,回避性能,2,精霊の加護,1,風漂竜の恩寵,1,,,,,風漂竜の上皮,6,風漂竜の尖爪,3,風漂竜の翼,3,風漂竜の宝玉,1,86,龍脈石のかけら,1,鳥竜玉,1,0,960
ギエナメイルβ,0,6,1,0,0,13,54,74,-1,2,-3,3,0,回避性能,2,風漂竜の恩寵,1,,,,,,,風漂竜の上皮,6,風漂竜の尖爪,3,風漂竜の翼,3,風漂竜の宝玉,1,86,龍脈石のかけら,1,鳥竜玉,1,0,970
ガロンメイルα,0,6,0,0,0,13,54,74,2,2,-2,-3,0,砥石使用高速化,2,裂傷耐性,1,惨爪竜の奥義,1,,,,,惨爪竜の大硬筋,4,惨爪竜の上鱗,4,惨爪竜の逆鱗,1,カンタロスの堅殻,5,86,龍脈石のかけら,1,鳥竜玉,1,0,980
ガロンメイルβ,0,6,1,0,0,13,54,74,2,2,-2,-3,0,砥石使用高速化,2,惨爪竜の奥義,1,,,,,,,惨爪竜の大硬筋,4,惨爪竜の上鱗,4,惨爪竜の逆鱗,1,カンタロスの堅殻,5,86,龍脈石のかけら,1,鳥竜玉,1,0,990
レウスメイルα,0,6,0,0,0,13,54,74,3,1,-2,1,-3,弱点特効,2,火属性攻撃強化,1,火竜の奥義,1,,,,,火竜の上鱗,4,火竜の堅殻,6,火竜の翼,3,火竜の紅玉,1,86,龍脈石のかけら,1,鳥竜玉,1,0,1000
レウスメイルβ,0,6,1,0,0,13,54,74,3,1,-2,1,-3,弱点特効,2,火竜の奥義,1,,,,,,,火竜の上鱗,4,火竜の堅殻,6,火竜の翼,3,火竜の紅玉,1,86,龍脈石のかけら,1,鳥竜玉,1,0,1010
リオソウルメイルα,0,7,1,0,0,13,56,68,3,2,2,-3,-4,属性解放／装填拡張,1,威嚇,1,火竜の奥義,1,,,,,蒼火竜の上鱗,4,蒼火竜の堅殻,6,蒼火竜の翼,2,バルノスの上皮,6,82,龍脈石,1,竜玉,1,0,1020
リオソウルメイルβ,0,7,2,0,0,13,56,68,3,2,2,-3,-4,属性解放／装填拡張,1,火竜の奥義,1,,,,,,,蒼火竜の上鱗,4,蒼火竜の堅殻,6,蒼火竜の翼,2,バルノスの上皮,6,82,龍脈石,1,竜玉,1,0,1030
