#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
レザーグラブβ,0,5,1,0,0,11,32,54,2,0,0,0,0,,,,,,,,,,,カブレライト鉱石,2,上質な毛皮,1,,,,,70,龍脈石のかけら,1,いにしえの龍骨,1,0,400
チェーングラブα,0,5,0,0,0,11,32,54,0,2,0,0,0,回復速度,1,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,2,,,,,70,龍脈石のかけら,1,いにしえの龍骨,1,0,410
チェーングラブβ,0,5,1,0,0,11,32,54,0,2,0,0,0,,,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,2,,,,,70,龍脈石のかけら,1,いにしえの龍骨,1,0,420
ハンターアームα,0,5,0,0,0,11,36,58,2,2,0,0,0,潜伏,2,,,,,,,,,ジャグラスの上皮,2,ジャグラスの上鱗,4,,,,,74,龍脈石のかけら,1,いにしえの龍骨,1,0,430
ハンターアームβ,0,5,1,0,0,11,36,58,2,2,0,0,0,潜伏,1,,,,,,,,,ジャグラスの上皮,2,ジャグラスの上鱗,4,,,,,74,龍脈石のかけら,1,いにしえの龍骨,1,0,440
ボーンアームα,0,5,0,0,0,11,36,58,2,0,2,0,2,ＫＯ術,1,攻撃,1,,,,,,,上質な堅骨,3,上竜骨,2,サンゴの紅骨,2,,,74,龍脈石のかけら,1,いにしえの龍骨,1,0,450
ボーンアームβ,0,5,1,0,0,11,36,58,2,0,2,0,2,ＫＯ術,1,,,,,,,,,上質な堅骨,3,上竜骨,2,サンゴの紅骨,2,,,74,龍脈石のかけら,1,いにしえの龍骨,1,0,460
アロイアームα,0,5,0,0,0,11,36,58,-2,0,-2,-2,0,防御,1,砥石使用高速化,1,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,4,大地の結晶,4,マカライト鉱石,5,74,龍脈石のかけら,1,いにしえの龍骨,1,0,470
アロイアームβ,0,5,1,0,0,11,36,58,-2,0,-2,-2,0,防御,1,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,4,大地の結晶,4,マカライト鉱石,5,74,龍脈石のかけら,1,いにしえの龍骨,1,0,480
オウビートマーノα,1,5,1,0,0,11,42,64,-1,-1,2,0,2,植生学,2,飛び込み,1,,,,,,,オオツノアゲハ,1,龍脈の結晶,2,モンスターの濃汁,2,大水袋,2,80,龍脈石のかけら,1,いにしえの龍骨,1,0,490
オウビートマーノβ,1,5,2,1,0,11,42,64,-1,-1,2,0,2,植生学,2,,,,,,,,,オオツノアゲハ,1,龍脈の結晶,2,モンスターの濃汁,2,大水袋,2,80,龍脈石のかけら,1,いにしえの龍骨,1,0,500
パピメルマーノα,2,5,1,0,0,11,42,64,-1,-1,2,0,2,植生学,2,飛び込み,1,,,,,,,オオツノアゲハ,1,龍脈の結晶,2,モンスターの濃汁,2,大水袋,2,80,龍脈石のかけら,1,いにしえの龍骨,1,0,510
パピメルマーノβ,2,5,2,1,0,11,42,64,-1,-1,2,0,2,植生学,2,,,,,,,,,オオツノアゲハ,1,龍脈の結晶,2,モンスターの濃汁,2,大水袋,2,80,龍脈石のかけら,1,いにしえの龍骨,1,0,520
ランゴアームα,0,5,0,0,0,11,38,60,-2,1,1,1,2,麻痺属性強化,2,,,,,,,,,ランゴスタの堅殻,4,ランゴスタの薄羽,2,モンスターの濃汁,3,強力麻痺袋,2,76,龍脈石のかけら,1,いにしえの龍骨,1,0,530
ランゴアームβ,0,5,1,0,0,11,38,60,-2,1,1,1,2,麻痺属性強化,1,,,,,,,,,ランゴスタの堅殻,4,ランゴスタの薄羽,2,モンスターの濃汁,3,強力麻痺袋,2,76,龍脈石のかけら,1,いにしえの龍骨,1,0,540
タロスアームα,0,5,0,0,0,11,38,60,-1,-1,0,0,2,満足感,1,腹減り耐性,1,,,,,,,カンタロスの堅殻,3,カンタロスの薄羽,2,モンスターの濃汁,2,,,76,龍脈石のかけら,1,いにしえの龍骨,1,0,550
タロスアームβ,0,5,1,0,0,11,38,60,-1,-1,0,0,2,満足感,1,,,,,,,,,カンタロスの堅殻,3,カンタロスの薄羽,2,モンスターの濃汁,2,,,76,龍脈石のかけら,1,いにしえの龍骨,1,0,560
ケストガードα,0,5,0,0,0,11,40,62,4,0,0,0,0,滑走強化,1,集中,1,,,,,,,ケストドンの堅殻,6,ケストドンの頭殻,3,上質な堅骨,3,,,78,龍脈石のかけら,1,いにしえの龍骨,1,0,570
ケストガードβ,0,5,1,0,0,11,40,62,4,0,0,0,0,滑走強化,1,,,,,,,,,ケストドンの堅殻,6,ケストドンの頭殻,3,上質な堅骨,3,,,78,龍脈石のかけら,1,いにしえの龍骨,1,0,580
ジャグラスアームα,0,5,0,0,0,11,40,62,-2,2,-1,-1,1,オトモへの采配,1,威嚇,1,,,,,,,賊竜の上鱗,4,賊竜の上皮,2,上竜骨,3,ジャグラスの上皮,1,78,龍脈石のかけら,1,いにしえの龍骨,1,0,590
ジャグラスアームβ,0,5,1,0,0,11,40,62,-2,2,-1,-1,1,オトモへの采配,1,,,,,,,,,賊竜の上鱗,4,賊竜の上皮,2,上竜骨,3,ジャグラスの上皮,1,78,龍脈石のかけら,1,いにしえの龍骨,1,0,600
クルルアームα,0,5,0,0,0,11,40,62,0,-3,0,1,0,運搬の達人,1,見切り,1,,,,,,,掻鳥の上鱗,4,掻鳥の上皮,2,カブレライト鉱石,3,,,78,龍脈石のかけら,1,いにしえの龍骨,1,0,610
クルルアームβ,0,5,2,0,0,11,40,62,0,-3,0,1,0,運搬の達人,1,,,,,,,,,掻鳥の上鱗,4,掻鳥の上皮,2,カブレライト鉱石,3,,,78,龍脈石のかけら,1,いにしえの龍骨,1,0,620
ツィツィアームα,0,5,0,0,0,11,40,62,0,0,-3,-2,0,気絶耐性,2,広域化,1,,,,,,,眩鳥の上皮,4,眩鳥の閃光膜,2,眩鳥の上鱗,4,龍脈の結晶,2,78,龍脈石のかけら,1,いにしえの龍骨,1,0,630
ツィツィアームβ,0,5,1,0,0,11,40,62,0,0,-3,-2,0,気絶耐性,2,,,,,,,,,眩鳥の上皮,4,眩鳥の閃光膜,2,眩鳥の上鱗,4,龍脈の結晶,2,78,龍脈石のかけら,1,いにしえの龍骨,1,0,640
ギルオスアームα,0,5,0,0,0,11,40,62,0,-3,2,0,1,オトモへの采配,2,,,,,,,,,痺賊竜の上鱗,4,痺賊竜の上皮,2,ギルオスの麻痺牙,2,強力麻痺袋,2,78,龍脈石のかけら,1,いにしえの龍骨,1,0,650
ギルオスアームβ,0,5,1,0,0,11,40,62,0,-3,2,0,1,オトモへの采配,1,,,,,,,,,痺賊竜の上鱗,4,痺賊竜の上皮,2,ギルオスの麻痺牙,2,強力麻痺袋,2,78,龍脈石のかけら,1,いにしえの龍骨,1,0,660
プケプケアームα,0,5,0,0,0,11,42,64,0,3,-3,0,1,毒耐性,2,毒属性強化,1,,,,,,,毒妖鳥の上鱗,4,毒妖鳥の堅殻,3,猛毒袋,1,,,80,龍脈石のかけら,1,いにしえの龍骨,1,0,670
プケプケアームβ,0,5,1,1,0,11,42,64,0,3,-3,0,1,毒耐性,1,,,,,,,,,毒妖鳥の上鱗,4,毒妖鳥の堅殻,3,猛毒袋,1,,,80,龍脈石のかけら,1,いにしえの龍骨,1,0,680
ボロスアームα,0,5,0,0,0,11,42,64,-3,-1,3,-1,0,ランナー,1,スタミナ奪取,1,,,,,,,土砂竜の堅甲,4,土砂竜の頭殻,2,ケストドンの堅殻,3,竜玉,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,690
ボロスアームβ,0,5,1,0,0,11,42,64,-3,-1,3,-1,0,ランナー,1,,,,,,,,,土砂竜の堅甲,4,土砂竜の頭殻,2,ケストドンの堅殻,3,竜玉,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,700
ジャナフアームα,0,5,0,0,0,11,44,66,3,-3,-1,-1,0,特殊射撃強化,1,火属性攻撃強化,1,蛮顎竜の闘志,1,,,,,蛮顎竜の上毛皮,4,蛮顎竜の上鱗,4,蛮顎竜の大鼻骨,1,尖竜骨,4,82,龍脈石のかけら,1,いにしえの龍骨,1,0,710
ジャナフアームβ,0,5,1,0,0,11,44,66,3,-3,-1,-1,0,特殊射撃強化,1,蛮顎竜の闘志,1,,,,,,,蛮顎竜の上毛皮,4,蛮顎竜の上鱗,4,蛮顎竜の大鼻骨,1,尖竜骨,4,82,龍脈石のかけら,1,いにしえの龍骨,1,0,720
ジュラアームα,0,5,0,0,0,11,44,66,-1,2,-3,0,0,水属性攻撃強化,2,水場・深雪適応,1,,,,,,,泥魚竜の堅殻,4,泥魚竜の鋭牙,3,咬魚の大ヒゲ,2,尖竜骨,3,82,龍脈石のかけら,1,いにしえの龍骨,1,0,730
ジュラアームβ,0,5,1,0,0,11,44,66,-1,2,-3,0,0,水属性攻撃強化,2,,,,,,,,,泥魚竜の堅殻,4,泥魚竜の鋭牙,3,咬魚の大ヒゲ,2,尖竜骨,3,82,龍脈石のかけら,1,いにしえの龍骨,1,0,740
カガチアームα,0,5,0,0,0,11,44,66,0,-3,3,0,0,回避距離ＵＰ,2,,,,,,,,,飛雷竜の上毛皮,4,飛雷竜の尖爪,4,飛雷竜の上鱗,2,尖竜骨,4,82,龍脈石のかけら,1,いにしえの龍骨,1,0,750
カガチアームβ,0,5,2,0,0,11,44,66,0,-3,3,0,0,回避距離ＵＰ,1,,,,,,,,,飛雷竜の上毛皮,4,飛雷竜の尖爪,4,飛雷竜の上鱗,2,尖竜骨,4,82,龍脈石のかけら,1,いにしえの龍骨,1,0,760
ウルムーアームα,0,5,0,0,0,11,44,66,-3,2,0,1,0,砲術,2,,,,,,,,,浮空竜の上毛皮,4,浮空竜の上鱗,2,浮空竜の翼,2,上質な堅骨,5,82,龍脈石のかけら,1,いにしえの龍骨,1,0,770
ウルムーアームβ,0,5,1,0,0,11,44,66,-3,2,0,1,0,砲術,1,,,,,,,,,浮空竜の上毛皮,4,浮空竜の上鱗,2,浮空竜の翼,2,上質な堅骨,5,82,龍脈石のかけら,1,いにしえの龍骨,1,0,780
レイアアームα,0,5,0,0,0,11,46,68,2,0,-2,0,-3,毒属性強化,2,,,,,,,,,雌火竜の堅殻,4,雌火竜の上鱗,4,雌火竜の上棘,2,尖竜骨,4,84,龍脈石のかけら,1,いにしえの龍骨,1,0,790
レイアアームβ,0,5,1,0,0,11,46,68,2,0,-2,0,-3,毒属性強化,1,,,,,,,,,雌火竜の堅殻,4,雌火竜の上鱗,4,雌火竜の上棘,2,尖竜骨,4,84,龍脈石のかけら,1,いにしえの龍骨,1,0,800
リオハートアームα,0,6,0,0,0,13,52,72,3,0,-3,0,-4,風圧耐性,2,桜火竜の奥義,1,,,,,,,桜火竜の堅殻,6,桜火竜の上鱗,2,雌火竜の上棘,3,雌火竜の紅玉,1,84,龍脈石のかけら,1,鳥竜玉,1,0,810
リオハートアームβ,0,6,2,0,0,13,52,72,3,0,-3,0,-4,風圧耐性,1,桜火竜の奥義,1,,,,,,,桜火竜の堅殻,6,桜火竜の上鱗,2,雌火竜の上棘,3,雌火竜の紅玉,1,84,龍脈石のかけら,1,鳥竜玉,1,0,820
バルキンアームα,0,6,0,0,0,11,46,66,0,2,0,-1,-2,睡眠属性強化,2,ガード性能,1,,,,,,,骨鎚竜の上鱗,4,骨鎚竜の堅殻,3,骨鎚竜の黒油殻,2,頑丈な骨,8,78,龍脈石のかけら,1,鳥竜玉,1,0,830
バルキンアームβ,0,6,1,0,0,11,46,66,0,2,0,-1,-2,睡眠属性強化,1,ガード性能,1,,,,,,,骨鎚竜の上鱗,4,骨鎚竜の堅殻,3,骨鎚竜の黒油殻,2,頑丈な骨,8,78,龍脈石のかけら,1,鳥竜玉,1,0,840
ガマルアームα,0,5,0,0,0,13,48,70,2,0,-3,0,2,ボマー,2,,,,,,,,,岩賊竜の上皮,4,岩賊竜の尖爪,4,岩賊竜の上鱗,4,ユニオン鉱石,6,86,龍脈石のかけら,1,いにしえの龍骨,1,0,850
ガマルアームβ,0,5,1,0,0,13,48,70,2,0,-3,0,2,ボマー,1,,,,,,,,,岩賊竜の上皮,4,岩賊竜の尖爪,4,岩賊竜の上鱗,4,ユニオン鉱石,6,86,龍脈石のかけら,1,いにしえの龍骨,1,0,860
ゾラマグナクロウα,0,6,0,0,0,11,44,64,4,-3,-1,-2,-3,属性解放／装填拡張,1,ボマー,1,熔山龍の奥義,1,,,,,熔山龍の熱鱗,3,熔山龍の胸殻,3,熔山龍のマグマ,2,ドラグライト鉱石,8,76,龍脈石のかけら,1,鳥竜玉,1,0,870
ゾラマグナクロウβ,0,6,1,0,0,11,44,64,4,-3,-1,-2,-3,属性解放／装填拡張,1,熔山龍の奥義,1,,,,,,,熔山龍の熱鱗,3,熔山龍の胸殻,3,熔山龍のマグマ,2,ドラグライト鉱石,8,76,龍脈石のかけら,1,鳥竜玉,1,0,880
ハイメタアームα,0,6,0,0,0,13,50,70,0,-1,-2,3,0,防御,2,氷属性攻撃強化,1,,,,,,,ユニオン鉱石,4,カブレライト鉱石,3,龍脈の結晶,4,バルノスの上皮,4,82,龍脈石のかけら,1,鳥竜玉,1,0,890
ハイメタアームβ,0,6,1,0,0,13,50,70,0,-1,-2,3,0,防御,2,,,,,,,,,ユニオン鉱石,4,カブレライト鉱石,3,龍脈の結晶,4,バルノスの上皮,4,82,龍脈石のかけら,1,鳥竜玉,1,0,900
インゴットアームα,0,6,0,0,0,13,50,70,-2,0,3,-1,0,体力増強,2,雷属性攻撃強化,1,,,,,,,ユニオン鉱石,1,堅竜骨,3,ドラグライト鉱石,4,ガストドンの尖角,2,82,龍脈石のかけら,1,鳥竜玉,1,0,910
インゴットアームβ,0,6,1,0,0,13,50,70,-2,0,3,-1,0,体力増強,2,,,,,,,,,ユニオン鉱石,1,堅竜骨,3,ドラグライト鉱石,4,ガストドンの尖角,2,82,龍脈石のかけら,1,鳥竜玉,1,0,920
ブリゲイドアームα,0,6,0,0,0,13,52,72,1,0,2,0,2,砲撃手,2,精霊の加護,1,,,,,,,狩猟王のコイン,2,ボロスコイン,4,レウスコイン,3,堅竜骨,2,84,龍脈石のかけら,1,鳥竜玉,1,0,930
ブリゲイドアームβ,0,6,1,0,0,13,52,72,1,0,2,0,2,砲撃手,2,,,,,,,,,狩猟王のコイン,2,ボロスコイン,4,レウスコイン,3,堅竜骨,2,84,龍脈石のかけら,1,鳥竜玉,1,0,940
ラヴァアームα,0,6,2,0,0,13,56,76,3,-3,1,-2,2,滑走強化,1,広域化,1,,,,,,,溶岩竜の堅殻,4,溶岩竜の鋭牙,4,溶岩竜の上鱗,6,咬魚の上皮,6,88,龍脈石のかけら,1,鳥竜玉,1,0,950
ラヴァアームβ,0,6,3,0,0,13,56,76,3,-3,1,-2,2,滑走強化,1,,,,,,,,,溶岩竜の堅殻,4,溶岩竜の鋭牙,4,溶岩竜の上鱗,6,咬魚の上皮,6,88,龍脈石のかけら,1,鳥竜玉,1,0,960
ギエナアームα,0,6,0,0,0,13,54,74,-1,2,-3,3,0,飛燕,1,回避性能,1,風漂竜の恩寵,1,,,,,風漂竜の上皮,4,風漂竜の上鱗,4,風漂竜の尾膜,3,ノヴァクリスタル,1,86,龍脈石のかけら,1,鳥竜玉,1,0,970
ギエナアームβ,0,6,3,0,0,13,54,74,-1,2,-3,3,0,飛燕,1,風漂竜の恩寵,1,,,,,,,風漂竜の上皮,4,風漂竜の上鱗,4,風漂竜の尾膜,3,ノヴァクリスタル,1,86,龍脈石のかけら,1,鳥竜玉,1,0,980
ガロンアームα,0,6,0,0,0,13,54,74,2,2,-2,-3,0,体術,1,見切り,1,惨爪竜の奥義,1,,,,,惨爪竜の大硬筋,4,惨爪竜の上鱗,4,惨爪竜の尻尾,2,カンタロスの薄羽,4,86,龍脈石のかけら,1,鳥竜玉,1,0,990
ガロンアームβ,0,6,1,0,0,13,54,74,2,2,-2,-3,0,体術,1,惨爪竜の奥義,1,,,,,,,惨爪竜の大硬筋,4,惨爪竜の上鱗,4,惨爪竜の尻尾,2,カンタロスの薄羽,4,86,龍脈石のかけら,1,鳥竜玉,1,0,1000
レウスアームα,0,6,0,0,0,13,54,74,3,1,-2,1,-3,火耐性,2,攻撃,1,火竜の奥義,1,,,,,火竜の堅殻,6,火竜の翼,2,爆炎袋,2,火竜の翼爪,6,86,龍脈石のかけら,1,鳥竜玉,1,0,1010
レウスアームβ,0,6,1,0,0,13,54,74,3,1,-2,1,-3,火耐性,2,火竜の奥義,1,,,,,,,火竜の堅殻,6,火竜の翼,2,爆炎袋,2,火竜の翼爪,6,86,龍脈石のかけら,1,鳥竜玉,1,0,1020
リオソウルアームα,0,7,1,0,0,13,56,68,3,2,2,-3,-4,集中,1,風圧耐性,1,火竜の奥義,1,,,,,蒼火竜の堅殻,6,蒼火竜の翼,2,蒼火竜の尻尾,1,バルノスの尖爪,4,82,龍脈石,1,竜玉,1,0,1030
リオソウルアームβ,0,7,2,0,0,13,56,68,3,2,2,-3,-4,集中,1,火竜の奥義,1,,,,,,,蒼火竜の堅殻,6,蒼火竜の翼,2,蒼火竜の尻尾,1,バルノスの尖爪,4,82,龍脈石,1,竜玉,1,0,1040
ディアブロアームα,0,6,0,0,0,13,54,74,3,-2,0,-3,2,火事場力,2,耐震,1,角竜の奥義,1,,,,,角竜の堅甲,4,角竜の堅殻,6,角竜の尾甲,3,ケストドンの堅殻,5,86,龍脈石のかけら,1,鳥竜玉,1,0,1050
